code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
2282,APARTMENT,Liberdade,4500,850,180,3,1,2,2,78,False,"['BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.564416,-46.639611
2283,APARTMENT,Perdizes,1800,1274,6,2,0,2,1,70,False,['KITCHEN'],-23.537991,-46.670392
2285,APARTMENT,Perdizes,3490,3000,400,3,1,3,1,170,False,['SERVICE_AREA'],-23.539349,-46.669431
2289,APARTMENT,Vila Pompéia,3190,1000,145,3,1,3,2,78,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.53488,-46.69004
2291,APARTMENT,Santa Cecília,3500,1500,415,3,-,3,1,145,False,"['SERVICE_AREA', 'KITCHEN_CABINETS']",-23.535952,-46.659495
2292,APARTMENT,Vila Pompéia,2600,738,83,3,1,1,1,60,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.52904,-46.687864
2293,APARTMENT,Pinheiros,2750,950,70,2,1,1,2,45,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED']",-23.549965,-46.681107
2295,APARTMENT,Sumarezinho,4200,1503,428,3,1,3,3,124,False,"['HEATING', 'RECEPTION']",-23.547408,-46.692618
2297,APARTMENT,Higienópolis,3290,3000,255,3,0,2,2,180,False,['SERVICE_AREA'],-23.5443,-46.657362
2301,APARTMENT,Cerqueira César,3490,1000,1996,2,0,3,1,90,False,['SERVICE_AREA'],-23.559286,-46.676978
2309,APARTMENT,Pinheiros,4465,923,184,2,0,1,1,45,True,"['FURNISHED', 'SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.562263,-46.684141
2311,APARTMENT,Pinheiros,4490,1559,399,2,1,2,2,71,False,"['PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.550998,-46.693692
2312,APARTMENT,Água Branca,4497,837,179,2,1,2,1,69,False,"['GOURMET_SPACE', 'SECURITY_24_HOURS', 'CHILDRENS_POOL', 'PARTY_HALL', 'PAY_PER_USE_SERVICES']",-23.522552,-46.661472
2314,APARTMENT,Santa Cecília,4600,850,500,3,1,3,2,179,False,[],-23.536105,-46.656959
2316,APARTMENT,Vila Pompéia,3150,1000,145,3,1,3,2,78,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.53488,-46.69004
2321,APARTMENT,Perdizes,2990,970,160,2,1,3,2,83,False,"['POOL', 'BARBECUE_GRILL', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.534114,-46.676526
2324,APARTMENT,Higienópolis,3500,1010,285,2,-,2,1,96,False,"['POOL', 'KITCHEN', 'SECURITY_24_HOURS', 'PLAYGROUND']",-23.547498,-46.655254
2325,APARTMENT,Vila Anglo Brasileira,4000,1630,535,3,1,4,2,170,False,"['POOL', 'GYM', 'ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.531172,-46.691257
2326,APARTMENT,Perdizes,3300,1100,230,2,2,3,2,70,False,"['POOL', 'GYM', 'GARDEN', 'PARTY_HALL', 'NEAR_SCHOOL']",-23.532724,-46.684407
2329,APARTMENT,Pinheiros,3200,1591,454,3,1,2,1,114,False,"['ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'GREEN_SPACE']",-23.56986,-46.689985
2330,APARTMENT,Pinheiros,4990,1980,630,3,1,2,2,120,False,['RECEPTION'],-23.563438,-46.684919
2331,APARTMENT,Sumaré,2600,515,140,2,0,1,1,60,False,[],-23.54183,-46.687405
2333,APARTMENT,Pinheiros,4200,800,301,2,1,1,1,65,False,[],-23.566859,-46.691003
2334,APARTMENT,Pinheiros,2500,1230,42,2,0,2,1,72,False,[],-23.560906,-46.674193
2335,APARTMENT,Pinheiros,3200,616,72,2,0,1,1,77,False,"['AIR_CONDITIONING', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'NEAR_HOSPITAL']",-23.554293,-46.676428
2336,APARTMENT,Perdizes,2700,784,224,3,0,2,1,68,False,"['POOL', 'BALCONY', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY']",-23.533457,-46.680309
2337,APARTMENT,Santa Cecília,4690,950,438,3,1,3,2,80,False,"['SERVICE_AREA', 'PLAYGROUND']",-23.534383,-46.659965
2344,APARTMENT,Sumarezinho,5000,1500,400,3,1,4,2,116,False,[],-23.552128,-46.690314
2345,APARTMENT,Sumarezinho,3000,1436,135,2,-,2,1,86,False,"['BALCONY', 'ELEVATOR', 'KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM']",-23.551054,-46.690824
2347,APARTMENT,Pinheiros,2200,700,100,2,0,2,1,80,False,"['GARAGE', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.558826,-46.681224
2348,APARTMENT,Perdizes,3000,1150,350,2,1,2,2,73,False,"['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND']",-23.533842,-46.681676
2350,APARTMENT,Santa Cecília,5000,2700,1100,4,1,3,3,236,False,[],-23.535952,-46.659495
2352,APARTMENT,Perdizes,2900,1180,226,3,1,3,2,85,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.533362,-46.672484
2353,APARTMENT,Perdizes,2800,980,158,3,1,3,2,75,False,"['GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND']",-23.536387,-46.685113
2354,APARTMENT,Sumarezinho,2400,679,138,2,0,1,1,52,True,"['FURNISHED', 'POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND']",-23.548007,-46.691101
2355,APARTMENT,Jardim Paulistano,3500,1900,300,3,0,3,1,93,False,[],-23.570609,-46.687655
2357,APARTMENT,Higienópolis,4500,1990,310,3,-,3,1,128,False,['GARAGE'],-23.54347,-46.657623
2359,APARTMENT,Perdizes,3000,870,144,2,1,2,1,74,False,[],-23.534292,-46.683758
2360,APARTMENT,Perdizes,770000,1049,0,3,0,2,0,105,False,"['ELEVATOR', 'SERVICE_AREA']",-23.540199,-46.680442
2361,APARTMENT,Perdizes,3185,1393,414,3,1,2,2,126,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.542183,-46.674397
2362,APARTMENT,Sumaré,3300,1800,300,3,1,3,2,114,False,[],-23.541978,-46.683414
2365,APARTMENT,Pinheiros,3185,998,286,2,0,1,1,69,False,['PARTY_HALL'],-23.5529,-46.677953
2367,APARTMENT,Pinheiros,4200,1518,428,2,2,3,2,84,False,[],-23.556785,-46.680276
2369,APARTMENT,Higienópolis,3385,975,205,2,0,1,1,100,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.546109,-46.655515
2373,APARTMENT,Sumarezinho,3990,1340,557,3,1,2,2,145,False,"['SERVICE_AREA', 'COPA']",-23.552932,-46.688411
2377,APARTMENT,Perdizes,3800,1006,15,2,1,3,1,100,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.538185,-46.672821
2380,APARTMENT,Perdizes,3200,1200,280,3,1,3,2,112,False,['SERVICE_AREA'],-23.535418,-46.678587
2381,APARTMENT,Pinheiros,4885,1157,330,4,2,2,2,107,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.560462,-46.684074
2383,APARTMENT,Água Branca,4200,850,380,3,1,2,2,103,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.523405,-46.685056
2386,APARTMENT,Sumaré,2500,1400,145,2,0,2,1,85,False,[],-23.542368,-46.685057
2393,APARTMENT,Sumarezinho,4485,1296,2,2,1,2,1,105,False,"['SERVICE_AREA', 'CLOSET']",-23.544231,-46.693966
2396,APARTMENT,Perdizes,4990,3800,1005,4,3,3,3,170,False,"['SERVICE_AREA', 'PARTY_HALL', 'FIREPLACE']",-23.537563,-46.683087
2397,APARTMENT,Pinheiros,3990,1200,224,3,1,3,1,87,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.561852,-46.682494
2401,APARTMENT,Perdizes,3500,2670,1027,3,3,2,3,114,False,"['POOL', 'ELEVATOR', 'GARDEN', 'PARTY_HALL']",-23.5402,-46.669183
2404,APARTMENT,Perdizes,4500,2554,499,3,1,1,2,257,False,[],-23.540668,-46.670422
2405,APARTMENT,Pinheiros,3985,700,300,2,0,1,1,55,False,['AIR_CONDITIONING'],-23.563611,-46.685912
2406,APARTMENT,Cerqueira César,3000,1364,293,3,1,3,1,120,False,"['SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'INTERCOM']",-23.56118,-46.675963
2407,APARTMENT,Santa Cecília,4185,900,390,2,1,3,1,140,False,[],-23.539208,-46.655337
2409,APARTMENT,Cerqueira César,3290,785,135,2,0,1,1,85,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.554382,-46.683202
2413,APARTMENT,Pinheiros,3000,530,0,2,0,2,0,64,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.568868,-46.690796
2414,APARTMENT,Perdizes,750000,1235,301,3,1,3,2,77,False,"['BARBECUE_GRILL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.537004,-46.678719
2415,APARTMENT,Vila Pompéia,3000,1650,332,3,1,3,2,95,False,['RECEPTION'],-23.529554,-46.688646
2417,APARTMENT,Higienópolis,4990,3000,1316,4,2,5,3,170,False,"['AIR_CONDITIONING', 'PLAYGROUND', 'PARTY_HALL', 'HOME_OFFICE']",-23.54598,-46.656607
2418,APARTMENT,Pinheiros,5000,2120,384,3,1,3,1,139,False,"['GYM', 'BARBECUE_GRILL', 'GARAGE', 'PLAYGROUND', 'PARTY_HALL']",-23.564672,-46.684921
2421,APARTMENT,Pinheiros,2200,250,150,2,1,1,0,60,False,[],-23.561896,-46.68889
2427,APARTMENT,Pinheiros,3500,700,130,2,1,2,1,60,False,[],-23.555684,-46.678293
2431,APARTMENT,Pinheiros,2600,692,56,2,0,1,1,52,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.558858,-46.683405
2433,APARTMENT,Perdizes,860000,1250,0,3,1,3,2,96,False,"['GARDEN', 'SPORTS_COURT', 'PARTY_HALL']",-23.542627,-46.674041
2434,APARTMENT,Perdizes,3500,1650,380,3,2,4,1,198,False,[],-23.540668,-46.670422
2435,APARTMENT,Água Branca,3400,732,190,2,-,1,1,61,False,"['POOL', 'BALCONY', 'GYM', 'ELEVATOR', 'SERVICE_AREA']",-23.523087,-46.682915
2436,APARTMENT,Vila Pompéia,2400,936,176,3,1,2,1,60,False,"['BALCONY', 'GYM', 'SERVICE_AREA', 'PARTY_HALL', 'DINNER_ROOM']",-23.529554,-46.688646
2439,APARTMENT,Higienópolis,3650,650,95,2,1,2,1,97,False,[],-23.546612,-46.654706
2441,APARTMENT,Pinheiros,4990,886,124,3,0,2,1,75,False,['PARTY_HALL'],-23.563569,-46.683119
2442,APARTMENT,Pinheiros,3985,909,299,2,1,1,2,76,False,"['POOL', 'SERVICE_AREA', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_POOL']",-23.56042,-46.688519
2443,APARTMENT,Vila Pompéia,4290,1100,620,3,1,3,2,105,False,[],-23.530042,-46.687466
2445,APARTMENT,Perdizes,2000,903,55,2,-,2,1,81,False,"['ELEVATOR', 'GARDEN']",-23.533801,-46.680282
2450,APARTMENT,Perdizes,3000,1266,242,3,1,2,0,65,False,"['KITCHEN', 'SPORTS_COURT']",-23.532838,-46.680251
2454,APARTMENT,Perdizes,4800,700,157,2,1,2,1,81,False,['BACKYARD'],-23.536289,-46.677989
2455,APARTMENT,Perdizes,5000,1677,637,3,1,3,3,115,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.539778,-46.678115
2456,APARTMENT,Pinheiros,3190,998,286,2,0,1,1,69,False,['PARTY_HALL'],-23.5529,-46.677953
2464,APARTMENT,Santa Cecília,3385,792,209,2,0,3,1,95,True,"['FURNISHED', 'SERVICE_AREA', 'PARTY_HALL']",-23.535183,-46.65679
2465,APARTMENT,Vila Pompéia,750000,880,167,3,0,2,2,75,False,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.53418,-46.690935
2468,APARTMENT,Vila Buarque,3485,796,379,2,1,1,2,70,False,"['PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.538353,-46.653598
2472,APARTMENT,Pinheiros,4985,1300,125,3,1,2,1,116,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.564047,-46.680312
2475,APARTMENT,Pinheiros,2300,776,90,2,0,1,0,75,False,['ELEVATOR'],-23.560699,-46.689707
2476,APARTMENT,Liberdade,3000,514,270,3,1,2,2,82,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.560154,-46.634183
2477,APARTMENT,Vila Madalena,4000,1500,300,2,2,2,2,92,False,"['POOL', 'BARBECUE_GRILL']",-23.552754,-46.698084
2481,APARTMENT,Higienópolis,2100,608000,307,2,-,2,1,64,False,"['SERVICE_AREA', 'INTERCOM']",-23.540589,-46.650412
2484,APARTMENT,Pinheiros,4100,1233,303,2,1,1,1,75,False,"['POOL', 'GYM', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.556269,-46.678249
2488,APARTMENT,Vila Anglo Brasileira,2700,855,162,2,1,2,1,90,False,"['ELEVATOR', 'PETS_ALLOWED', 'GARDEN', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.529803,-46.690532
2492,APARTMENT,Pinheiros,3985,850,230,2,0,1,1,130,False,['SERVICE_AREA'],-23.560703,-46.673096
2494,APARTMENT,Santa Cecília,4190,1709,756,3,1,3,2,212,False,"['PARTY_HALL', 'COPA']",-23.536437,-46.66064
2496,APARTMENT,Pinheiros,3100,820,150,2,1,2,1,60,False,[],-23.565663,-46.685102
2498,APARTMENT,Perdizes,4800,636,157,2,1,1,1,70,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM']",-23.537952,-46.67931
2500,APARTMENT,Consolação,1300000,2201,565,3,1,3,1,186,False,"['ELEVATOR', 'GATED_COMMUNITY', 'PARTY_HALL']",-23.551466,-46.66087
2501,APARTMENT,Higienópolis,4000,1100,130,2,0,2,1,93,False,[],-23.54763,-46.654296
2502,APARTMENT,Santa Cecília,3400,1705,515,2,2,2,2,85,False,[],-23.534561,-46.659955
2508,APARTMENT,Vila Madalena,1900,307,,2,-,1,1,65,False,"['SERVICE_AREA', 'KITCHEN_CABINETS']",-23.554825,-46.694834
2514,APARTMENT,Pinheiros,4200,920,370,2,1,1,2,65,False,['RECEPTION'],-23.557799,-46.69025
2518,APARTMENT,Pinheiros,2300,571,0,2,0,1,0,70,False,"['NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_SHOPPING_CENTER', 'NEAR_PUBLIC_TRANSPORT']",-23.552692,-46.681211
2519,APARTMENT,Pinheiros,2400,504,0,2,0,2,0,70,False,"['BALCONY', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PETS_ALLOWED']",-23.557799,-46.69025
2524,APARTMENT,Vila Pompéia,680000,896,238,2,1,2,1,59,False,"['POOL', 'BARBECUE_GRILL', 'GYM', 'ELEVATOR', 'GARDEN']",-23.526349,-46.684165
2525,APARTMENT,Pinheiros,4600,1250,409,2,1,1,1,70,True,"['FURNISHED', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'KITCHEN']",-23.557991,-46.68879
2526,APARTMENT,Pinheiros,3900,997,433,2,1,3,2,86,False,['RECEPTION'],-23.563356,-46.689064
2527,APARTMENT,Perdizes,1800,1090,,3,0,2,1,50,False,[],-23.541225,-46.683116
2528,APARTMENT,Perdizes,2100,668,54,2,0,2,1,70,False,[],-23.536997,-46.683493
2529,APARTMENT,Perdizes,4300,1500,0,3,1,3,2,165,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.540307,-46.6705
2531,APARTMENT,Água Branca,4981,837,179,2,1,2,1,69,False,"['GOURMET_SPACE', 'SECURITY_24_HOURS', 'CHILDRENS_POOL', 'PARTY_HALL', 'PAY_PER_USE_SERVICES']",-23.522552,-46.661472
2536,APARTMENT,Pinheiros,2000,412,0,2,0,1,1,64,False,['INTERCOM'],-23.555594,-46.695831
2537,APARTMENT,Vila Califórnia,1600,200,123,2,0,1,1,70,False,['SERVICE_AREA'],-23.5423,-46.628893
2538,APARTMENT,Vila Madalena,2900,890,340,2,1,2,1,59,False,[],-23.5419,-46.702549
2540,APARTMENT,Pinheiros,4090,730,150,2,1,2,1,74,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.564616,-46.695674
2541,APARTMENT,Vila Madalena,5000,1350,45,2,1,2,2,70,False,[],-23.552942,-46.69789
2544,APARTMENT,Santa Cecília,4190,2450,953,3,1,3,2,130,False,"['POOL', 'GOURMET_BALCONY', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND']",-23.531677,-46.658674
2546,APARTMENT,Perdizes,4500,1900,500,4,1,3,2,160,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.533921,-46.683355
2548,APARTMENT,Higienópolis,3985,1116,56,3,1,2,1,150,False,['SERVICE_AREA'],-23.544988,-46.653456
2551,APARTMENT,Pinheiros,5000,1513,261,3,1,2,1,138,False,"['BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN', 'ALARM_SYSTEM']",-23.564672,-46.684921
2554,APARTMENT,Santa Cecília,4985,1818,400,3,1,2,1,179,False,"['SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.538461,-46.658238
2560,APARTMENT,Perdizes,1800,1225,253,3,1,2,1,110,False,"['KITCHEN', 'SERVICE_AREA', 'LAUNDRY']",-23.534441,-46.665779
2561,APARTMENT,Perdizes,2300,1190,100,2,0,1,0,87,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.535231,-46.668462
2564,APARTMENT,Higienópolis,3985,1100,107,2,0,2,1,55,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.547015,-46.657616
2574,APARTMENT,Pinheiros,2600,781,218,2,0,1,1,45,False,"['HEATING', 'RECEPTION']",-23.555295,-46.677162
2576,APARTMENT,Pinheiros,3335,666,28,2,0,2,0,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.560681,-46.684273
2579,APARTMENT,Higienópolis,3400,970,210,2,-,1,1,100,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'DINNER_ROOM']",-23.546109,-46.655515
2580,APARTMENT,Higienópolis,4985,3000,1316,4,2,5,3,170,False,"['AIR_CONDITIONING', 'PLAYGROUND', 'PARTY_HALL', 'HOME_OFFICE']",-23.54598,-46.656607
2585,APARTMENT,Pinheiros,2500,750,42,2,0,1,1,70,False,"['ELEVATOR', 'PLAYGROUND', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.562648,-46.698706
2586,APARTMENT,Pinheiros,4200,1251,330,3,1,3,2,86,False,['RECEPTION'],-23.562637,-46.699166
2587,APARTMENT,Pinheiros,2600,550,54,2,0,1,1,75,False,"['KITCHEN', 'SERVICE_AREA', 'LAUNDRY']",-23.566531,-46.69101
2591,APARTMENT,Pinheiros,4900,800,290,2,1,2,1,70,True,"['FURNISHED', 'POOL', 'GOURMET_BALCONY', 'GYM', 'BARBECUE_GRILL']",-23.568594,-46.698498
2592,APARTMENT,Pinheiros,1800,200,212,2,-,1,-,50,False,"['SERVICE_AREA', 'INTERCOM', 'ELECTRONIC_GATE', 'ALUMINUM_WINDOW', 'COLD_FLOOR']",-23.565489,-46.685119
2594,APARTMENT,Santa Cecília,5000,2940,873,3,1,2,3,194,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.539886,-46.659737
2596,APARTMENT,Perdizes,3000,730,152,2,1,2,1,67,True,"['FURNISHED', 'POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.539232,-46.681275
2598,APARTMENT,Pinheiros,4000,1040,114,3,1,3,1,120,False,['RECEPTION'],-23.557799,-46.69025
2600,APARTMENT,Santa Cecília,4490,1198,458,3,1,2,3,98,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.535868,-46.660479
2602,APARTMENT,Consolação,1300000,2201,564,3,1,3,1,186,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'PLAYGROUND']",-23.551466,-46.66087
2603,APARTMENT,Higienópolis,4500,1473,394,3,1,3,1,121,False,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.546294,-46.653694
2604,APARTMENT,Pinheiros,3000,1500,83,2,0,1,1,75,False,"['ELEVATOR', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.556283,-46.675513
2606,APARTMENT,Pinheiros,4800,820,180,2,1,2,1,72,False,"['GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE', 'SECURITY_24_HOURS']",-23.557844,-46.675853
2612,APARTMENT,Pinheiros,980000,890,300,2,1,2,1,68,False,"['POOL', 'BARBECUE_GRILL', 'BALCONY', 'GYM', 'ELEVATOR']",-23.568594,-46.698498
2613,APARTMENT,Santa Cecília,3400,792,209,2,0,2,1,95,False,['KITCHEN'],-23.535183,-46.65679
2615,APARTMENT,Perdizes,1900,1350,251,3,0,2,1,100,False,['INTERCOM'],-23.534441,-46.665779
2616,APARTMENT,Pinheiros,4485,820,330,2,2,2,2,65,False,"['SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.565021,-46.686322
2619,APARTMENT,Cerqueira César,3500,1000,200,2,0,2,1,90,False,[],-23.56104,-46.675195
2621,APARTMENT,Perdizes,4200,2600,590,4,1,3,1,193,False,"['BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.539611,-46.67038
2623,APARTMENT,Higienópolis,4500,2060,492,3,1,3,2,143,False,['GARDEN'],-23.546138,-46.656315
2626,APARTMENT,Perdizes,4490,2470,551,3,1,4,2,197,False,"['SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'DINNER_ROOM']",-23.538127,-46.675211
2627,APARTMENT,Vila Madalena,2000,530,192,2,0,2,0,90,False,"['KITCHEN', 'SERVICE_AREA', 'INTERCOM', 'LAUNDRY', 'CABLE_TV']",-23.559306,-46.691796
2628,APARTMENT,Perdizes,2950,1472,254,3,1,3,1,110,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM', 'ALARM_SYSTEM']",-23.537127,-46.671546
2630,APARTMENT,Santa Cecília,2900,950,241,2,1,1,1,90,False,"['GATED_COMMUNITY', 'SERVICE_AREA', 'SECURITY_24_HOURS', 'ADULT_GAME_ROOM']",-23.538152,-46.658613
2631,APARTMENT,Jardim das Bandeiras,2100,997,211,2,-,2,1,70,False,"['ELEVATOR', 'KITCHEN', 'PARTY_HALL', 'INTERCOM']",-23.549921,-46.690451
2634,APARTMENT,Higienópolis,2650,760,0,2,0,2,1,54,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.548307,-46.653223
2639,APARTMENT,Pinheiros,4940,890,112,2,0,1,1,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
2642,APARTMENT,Vila Madalena,1700,332,96,2,-,1,1,55,False,[],-23.554861,-46.694329
2649,APARTMENT,Alto de Pinheiros,5000,1500,440,3,1,3,2,130,False,['RECEPTION'],-23.553845,-46.701861
2651,APARTMENT,Vila Buarque,3490,796,379,2,1,2,2,70,False,"['GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.538353,-46.653598
2659,APARTMENT,Pinheiros,4000,1055,242,2,1,2,2,62,False,"['POOL', 'BARBECUE_GRILL']",-23.561654,-46.676532
2660,APARTMENT,Vila Pompéia,1990,732,125,2,0,1,1,60,False,"['ELEVATOR', 'PARTY_HALL', 'SPORTS_COURT', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.530938,-46.687361
2663,APARTMENT,Pinheiros,4490,1500,650,3,1,2,2,130,False,"['GOURMET_BALCONY', 'SERVICE_AREA', 'PARTY_HALL']",-23.55913,-46.689437
2665,APARTMENT,Pinheiros,4000,750,120,2,0,1,1,48,False,"['POOL', 'BALCONY', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.564616,-46.695674
2667,APARTMENT,Vila Madalena,4490,1000,555,3,1,2,2,88,True,"['FURNISHED', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.541757,-46.701762
2668,APARTMENT,Santa Cecília,3400,1124,284,2,0,2,1,90,False,"['GARAGE', 'KITCHEN']",-23.537085,-46.658872
2669,APARTMENT,Liberdade,2380,830,178,2,-,1,1,56,False,"['BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.568436,-46.634658
2672,APARTMENT,Vila Pompéia,2500,1090,,3,1,3,2,88,False,"['POOL', 'BALCONY', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'INTERCOM']",-23.531706,-46.690074
2675,APARTMENT,Pinheiros,4490,780,100,2,0,1,1,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT']",-23.56186,-46.674539
2677,APARTMENT,Vila Buarque,2500,980,3,2,-,1,1,68,False,[],-23.546456,-46.650258
2678,APARTMENT,Santa Cecília,3500,1450,270,3,1,3,2,127,False,[],-23.536758,-46.661164
2679,APARTMENT,Sumarezinho,4000,1850,500,3,1,3,2,120,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'SPORTS_COURT']",-23.552819,-46.688571
2680,APARTMENT,Perdizes,2800,1405,278,2,1,3,1,100,False,['RECEPTION'],-23.535231,-46.668462
2683,APARTMENT,Pinheiros,2500,1038,117,2,1,2,1,86,False,[],-23.554041,-46.679044
2686,APARTMENT,Perdizes,2700,2150,400,3,1,3,1,137,False,[],-23.531215,-46.667884
2688,APARTMENT,Vila Pompéia,4000,860,160,3,1,3,1,120,False,['GARAGE'],-23.530935,-46.685699
2693,APARTMENT,Sumarezinho,3000,69,71,2,0,2,1,61,False,[],-23.545002,-46.692907
2694,APARTMENT,Vila Pompéia,950000,1078,300,3,1,3,1,98,True,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.533843,-46.692003
2695,APARTMENT,Pinheiros,2700,800,1,2,0,1,0,75,False,['PETS_ALLOWED'],-23.566279,-46.698478
2697,APARTMENT,Pinheiros,3350,999,383,2,2,1,2,60,False,"['KITCHEN', 'RECEPTION']",-23.56794,-46.700448
